,similar_articles,scores
536789,"[47132135, 52014686, 10579085, 44137874, 50714180, 51676708, 37049778, 3279728, 5625640, 47048387, 53720250, 66365, 33069847, 236573, 4020758, 23875703, 275388, 583254, 36205810, 3474408, 1846593, 46263132, 33777, 4678428, 8727319, 6678, 737610, 22044074, 851060, 17430047, 20355828, 113180, 22345050, 5740890, 895672, 49538597, 49876887, 45049201, 2676271, 43590845, 1519473, 1467938, 23416702, 54435831, 8886648, 8526165, 44444481, 2352562, 4699587, 4269567, 9369613, 178449, 1419205, 76940, 42497710, 53984662, 755842, 17862013, 24727796, 300591, 11503984, 20777185]","[0.47522452473640442, 0.38710534572601318, 0.38710534572601318, 0.38710534572601318, 0.38710534572601318, 0.38710534572601318, 0.38710534572601318, 0.38705983757972717, 0.38704332709312439, 0.38665753602981567, 0.38631159067153931, 0.38544356822967529, 0.38498011231422424, 0.38453879952430725, 0.38259813189506531, 0.37237787246704102, 0.36822214722633362, 0.36642444133758545, 0.36509916186332703, 0.3434283435344696, 0.34049752354621887, 0.33997625112533569, 0.33465847373008728, 0.3334561288356781, 0.33021730184555054, 0.32858991622924805, 0.32495966553688049, 0.31504487991333008, 0.28971493244171143, 0.28236386179924011, 0.27412065863609314, 0.23435813188552856, 0.23095999658107758, 0.22595211863517761, 0.22050909698009491, 0.22033821046352386, 0.20256857573986053, 0.19957268238067627, 0.19798913598060608, 0.14612515270709991, 0.14484125375747681, 0.13081932067871094, 0.12384910136461258, 0.12248018383979797, 0.11216078698635101, 0.10998070985078812, 0.10839368402957916, 0.097267419099807739, 0.090376324951648712, 0.062939882278442383, 0.052455097436904907, 0.052361998707056046, 0.049491457641124725, 0.033379215747117996, 0.030046194791793823, 0.025584468618035316, 0.025007192045450211, 0.020056765526533127, 0.019346458837389946, 0.011791639029979706, 0.0091160060837864876, 0.008558100089430809]"
24727796,"[53286797, 14981609, 22072677, 113180, 1136673, 583254, 1846593, 31903693, 3474408, 1519473, 8526165, 36205810, 47048387, 4678428, 22345050, 33777, 5740890, 6678, 2676271, 17430047, 20355828, 49538597, 236573, 33069847, 66365, 43590845, 2352562, 4020758, 5625640, 3279728, 10579085, 44137874, 52014686, 37049778, 51676708, 50714180, 53720250, 4269567, 23875703, 275388, 9369613, 22044074, 76940, 851060, 895672, 17862013, 46263132, 8727319, 53984662, 737610, 31752133, 31804256, 5141410, 54329819, 3304092, 53920285, 53874996, 23416702, 53903332, 5205615, 38928070, 11503984, 52390011, 1419205, 49876887, 20777185, 45049201, 4699587, 21682560, 1467938, 536789, 44444481, 54435831, 24243398, 51058554, 755842, 178449, 42497710, 300591, 47079044, 22078621, 19600264, 52243894]","[0.997569739818573, 0.997569739818573, 0.83320891857147217, 0.82492578029632568, 0.70419418811798096, 0.58404338359832764, 0.38684126734733582, 0.31449034810066223, 0.27641835808753967, 0.26571884751319885, 0.20668108761310577, 0.087220065295696259, 0.073497869074344635, 0.063958264887332916, 0.063238367438316345, 0.063101783394813538, 0.062985695898532867, 0.062758050858974457, 0.06133415549993515, 0.060402441769838333, 0.056981269270181656, 0.0556039959192276, 0.054433412849903107, 0.054060626775026321, 0.053617291152477264, 0.053569044917821884, 0.052866123616695404, 0.052208095788955688, 0.050714649260044098, 0.050609920173883438, 0.049977242946624756, 0.049977242946624756, 0.049977242946624756, 0.049977242946624756, 0.049977242946624756, 0.049977242946624756, 0.049874763935804367, 0.049216192215681076, 0.048075854778289795, 0.047539327293634415, 0.047396160662174225, 0.04596337303519249, 0.045798793435096741, 0.044768776744604111, 0.044423561543226242, 0.04417797178030014, 0.043892640620470047, 0.043824240565299988, 0.042630463838577271, 0.041953925043344498, 0.041644476354122162, 0.041644476354122162, 0.041644476354122162, 0.041644476354122162, 0.041644476354122162, 0.041644476354122162, 0.041644476354122162, 0.04133278876543045, 0.040550868958234787, 0.039953213185071945, 0.036024823784828186, 0.033688679337501526, 0.033112168312072754, 0.030208466574549675, 0.02615262009203434, 0.02608967199921608, 0.025765834376215935, 0.025498025119304657, 0.024953607469797134, 0.019454695284366608, 0.019346458837389946, 0.018802134320139885, 0.015812806785106659, 0.015681054443120956, 0.014886107295751572, 0.01405702531337738, 0.010484907776117325, 0.0064354105852544308, 0.0041604791767895222, 0.0034219387453049421, 0.0028378542046993971, 0.0013150747399777174, 0.00067471264628693461]"
3474408,"[4678428, 36205810, 33777, 6678, 1846593, 236573, 33069847, 66365, 17430047, 22345050, 47048387, 5740890, 4020758, 5625640, 3279728, 53720250, 52014686, 50714180, 10579085, 51676708, 37049778, 44137874, 20355828, 2676271, 23875703, 275388, 22044074, 46263132, 8727319, 851060, 49538597, 737610, 113180, 8526165, 43590845, 2352562, 895672, 4269567, 9369613, 23416702, 76940, 31903693, 17862013, 53984662, 54329819, 53874996, 5141410, 31804256, 3304092, 53920285, 31752133, 53903332, 49876887, 5205615, 45049201, 1519473, 38928070, 1419205, 11503984, 4699587, 52390011, 536789, 583254, 1467938, 20777185, 24727796, 44444481, 54435831, 14981609, 53286797, 22072677, 755842, 24243398, 1136673, 51058554, 178449, 42497710, 300591, 47132135, 51074710, 19600264, 47079044, 22078621, 42614451, 42614454, 23638008, 37042447, 52243894, 35843159]","[0.90609776973724365, 0.90444368124008179, 0.9021151065826416, 0.89008611440658569, 0.88842779397964478, 0.84297752380371094, 0.83939635753631592, 0.83509379625320435, 0.83251512050628662, 0.82550561428070068, 0.82074105739593506, 0.81929498910903931, 0.81833893060684204, 0.80590099096298218, 0.80481833219528198, 0.79843485355377197, 0.79823917150497437, 0.79823917150497437, 0.79823917150497437, 0.79823917150497437, 0.79823917150497437, 0.79823917150497437, 0.79088658094406128, 0.78210139274597168, 0.76787006855010986, 0.75930064916610718, 0.70492172241210938, 0.70105552673339844, 0.69338369369506836, 0.69268077611923218, 0.69217860698699951, 0.68564808368682861, 0.67134422063827515, 0.67083287239074707, 0.66874504089355469, 0.62180447578430176, 0.6075671911239624, 0.55918991565704346, 0.53269565105438232, 0.52022850513458252, 0.50240367650985718, 0.47863307595252991, 0.47596821188926697, 0.46373704075813293, 0.4351942241191864, 0.4351942241191864, 0.4351942241191864, 0.4351942241191864, 0.4351942241191864, 0.4351942241191864, 0.4351942241191864, 0.42376577854156494, 0.4177110493183136, 0.41752013564109802, 0.41153326630592346, 0.40941455960273743, 0.37646758556365967, 0.36283603310585022, 0.35855308175086975, 0.35704189538955688, 0.34602966904640198, 0.3434283435344696, 0.29702451825141907, 0.29290786385536194, 0.27874401211738586, 0.27641835808753967, 0.27375993132591248, 0.2525629997253418, 0.21893319487571716, 0.21893319487571716, 0.18286149203777313, 0.1736430823802948, 0.16387057304382324, 0.16316637396812439, 0.15556320548057556, 0.1468982994556427, 0.091767832636833191, 0.080442741513252258, 0.072440870106220245, 0.054228007793426514, 0.03900822252035141, 0.03576003760099411, 0.029656220227479935, 0.028629397973418236, 0.028629397973418236, 0.024150848388671875, 0.02236597053706646, 0.0074027418158948421, 0.0032219623681157827]"
66365,"[33069847, 236573, 47048387, 5625640, 3279728, 50714180, 10579085, 51676708, 37049778, 52014686, 44137874, 53720250, 4020758, 23875703, 275388, 33777, 4678428, 1846593, 6678, 36205810, 46263132, 8727319, 737610, 3474408, 22044074, 17430047, 851060, 20355828, 22345050, 5740890, 113180, 2676271, 895672, 49876887, 45049201, 43590845, 49538597, 536789, 1519473, 23416702, 8526165, 2352562, 1467938, 54435831, 44444481, 4699587, 4269567, 9369613, 1419205, 76940, 53984662, 17862013, 178449, 11503984, 583254, 54329819, 53874996, 5141410, 31804256, 3304092, 53920285, 31752133, 53903332, 31903693, 5205615, 755842, 42497710, 38928070, 20777185, 52390011, 24727796, 300591, 24243398, 51058554, 47079044, 22078621, 19600264, 1136673, 52243894]","[0.99992626905441284, 0.99974638223648071, 0.99852019548416138, 0.99720436334609985, 0.99700939655303955, 0.99570715427398682, 0.99570715427398682, 0.99570715427398682, 0.99570715427398682, 0.99570715427398682, 0.99570715427398682, 0.99366545677185059, 0.99036538600921631, 0.95782536268234253, 0.9471360445022583, 0.90502440929412842, 0.90418040752410889, 0.89994770288467407, 0.89039236307144165, 0.88495630025863647, 0.87448227405548096, 0.85202878713607788, 0.8358568549156189, 0.83509379625320435, 0.82211065292358398, 0.77951931953430176, 0.76157069206237793, 0.75307768583297729, 0.66835248470306396, 0.65634673833847046, 0.60578423738479614, 0.58877396583557129, 0.54610192775726318, 0.52104419469833374, 0.51333814859390259, 0.45299369096755981, 0.43965572118759155, 0.38544356822967529, 0.38483953475952148, 0.37489119172096252, 0.37018144130706787, 0.33977991342544556, 0.33046534657478333, 0.31504186987876892, 0.28949502110481262, 0.26320347189903259, 0.25322097539901733, 0.22521555423736572, 0.18024136126041412, 0.17807233333587646, 0.15321752429008484, 0.14402493834495544, 0.14296340942382812, 0.095709085464477539, 0.093362636864185333, 0.092559508979320526, 0.092559508979320526, 0.092559508979320526, 0.092559508979320526, 0.092559508979320526, 0.092559508979320526, 0.092559508979320526, 0.09012884646654129, 0.088987588882446289, 0.088800489902496338, 0.088390655815601349, 0.082966066896915436, 0.080069199204444885, 0.077544495463371277, 0.073595494031906128, 0.053617291152477264, 0.036193810403347015, 0.034852899610996246, 0.033086039125919342, 0.0076056420803070068, 0.0063074482604861259, 0.0029229007195681334, 0.0018725261325016618, 0.0014996244572103024]"
14981609,"[53286797, 24727796, 22072677, 113180, 1136673, 583254, 1846593, 31903693, 1519473, 3474408, 8526165, 36205810, 47048387]","[1.0, 0.997569739818573, 0.8352387547492981, 0.79526478052139282, 0.70506519079208374, 0.5761418342590332, 0.33283603191375732, 0.27512156963348389, 0.24208202958106995, 0.21893319487571716, 0.1535814106464386, 0.024029280990362167, 0.021847642958164215]"
7321359,"[34442389, 24243398, 36205810, 44444481]","[0.013439715839922428, 0.012450525537133217, 0.00062794738914817572, 0.00024428870528936386]"
8727319,"[5625640, 3279728, 47048387, 10579085, 44137874, 52014686, 51676708, 50714180, 37049778, 66365, 33069847, 53720250, 236573, 4020758, 1846593, 23875703, 275388, 4678428, 33777, 46263132, 6678, 36205810, 737610, 22044074, 3474408, 851060, 17430047, 20355828, 22345050, 5740890, 113180, 2676271, 49876887, 895672, 45049201, 43590845, 49538597, 536789, 1519473, 23416702, 1467938, 54435831, 8526165, 44444481, 2352562, 4699587, 4269567, 9369613, 1419205, 178449, 76940, 53984662, 583254, 17862013, 42497710, 755842, 24727796, 11503984, 20777185, 31752133, 54329819, 5141410, 53874996, 31804256, 3304092, 53920285, 53903332, 300591, 31903693, 5205615, 38928070, 52390011, 24243398, 51058554, 47079044, 22078621, 19600264, 1136673, 52243894]","[0.85341793298721313, 0.85338091850280762, 0.85328131914138794, 0.85304248332977295, 0.85304248332977295, 0.85304248332977295, 0.85304248332977295, 0.85304248332977295, 0.85304248332977295, 0.85202878713607788, 0.8513532280921936, 0.85129332542419434, 0.85067605972290039, 0.8450426459312439, 0.84184563159942627, 0.82058840990066528, 0.81143063306808472, 0.78929024934768677, 0.75113761425018311, 0.74918669462203979, 0.73806679248809814, 0.73236304521560669, 0.71609550714492798, 0.69788098335266113, 0.69338369369506836, 0.64348888397216797, 0.63868296146392822, 0.61889851093292236, 0.53191512823104858, 0.52115017175674438, 0.51736050844192505, 0.46087539196014404, 0.44638907909393311, 0.44454962015151978, 0.43978717923164368, 0.34585100412368774, 0.3307192325592041, 0.33021730184555054, 0.32297483086585999, 0.29033151268959045, 0.27918773889541626, 0.26990276575088501, 0.26934155821800232, 0.24216444790363312, 0.24203677475452423, 0.20865920186042786, 0.16692833602428436, 0.14350315928459167, 0.12542638182640076, 0.11794628947973251, 0.10206128656864166, 0.08339904248714447, 0.073662623763084412, 0.07277148962020874, 0.067967429757118225, 0.062546685338020325, 0.043824240565299988, 0.042425714433193207, 0.036024861037731171, 0.028611939400434494, 0.028611939400434494, 0.028611939400434494, 0.028611939400434494, 0.028611939400434494, 0.028611939400434494, 0.028611939400434494, 0.027860574424266815, 0.02779710479080677, 0.027507789433002472, 0.027449954301118851, 0.02475094236433506, 0.022749796509742737, 0.010773707181215286, 0.010227536782622337, 0.0023510514292865992, 0.0019497546600177884, 0.00090352533152326941, 0.00057883415138348937, 0.00046356298844330013]"
36205810,"[6678, 4678428, 33777, 22345050, 17430047, 3474408, 5740890, 236573, 33069847, 66365, 1846593, 2676271, 4020758, 47048387, 20355828, 23875703, 5625640, 3279728, 37049778, 52014686, 44137874, 10579085, 51676708, 50714180, 53720250, 275388, 49538597, 895672, 22044074, 43590845, 46263132, 8727319, 8526165, 851060, 737610, 2352562, 4269567, 9369613, 76940, 23416702, 17862013, 113180, 53984662, 1519473, 54329819, 31752133, 3304092, 53920285, 31804256, 5141410, 53874996, 31903693, 53903332, 5205615, 49876887, 38928070, 45049201, 11503984, 52390011, 1419205, 4699587, 536789, 20777185, 1467938, 44444481, 54435831, 24243398, 583254, 755842, 51058554, 178449, 44961465, 11159584, 42497710, 24727796, 47132135, 300591, 34442389, 47079044, 22078621, 1136673, 53286797, 14981609, 22072677, 19600264, 52243894, 7321359]","[0.98745018243789673, 0.98036164045333862, 0.97061049938201904, 0.91048991680145264, 0.90646010637283325, 0.90444368124008179, 0.90441787242889404, 0.89439147710800171, 0.89009839296340942, 0.88495630025863647, 0.88079941272735596, 0.86757147312164307, 0.86603826284408569, 0.86281305551528931, 0.85973632335662842, 0.85105979442596436, 0.85043478012084961, 0.84916466474533081, 0.84145951271057129, 0.84145951271057129, 0.84145951271057129, 0.84145951271057129, 0.84145951271057129, 0.84145951271057129, 0.83973407745361328, 0.80041271448135376, 0.79836052656173706, 0.77342593669891357, 0.74946582317352295, 0.74176627397537231, 0.7390139102935791, 0.73236304521560669, 0.72274476289749146, 0.71977293491363525, 0.70637208223342896, 0.7040630578994751, 0.63900083303451538, 0.61050981283187866, 0.57962095737457275, 0.57894694805145264, 0.55187368392944336, 0.54487818479537964, 0.53625452518463135, 0.52328205108642578, 0.50895947217941284, 0.50895947217941284, 0.50895947217941284, 0.50895947217941284, 0.50895947217941284, 0.50895947217941284, 0.50895947217941284, 0.49592941999435425, 0.49559390544891357, 0.48828965425491333, 0.44032782316207886, 0.44027867913246155, 0.43381556868553162, 0.41715922951698303, 0.40468156337738037, 0.39868390560150146, 0.36547672748565674, 0.36509916186332703, 0.32395529747009277, 0.31265836954116821, 0.2952277660369873, 0.26623791456222534, 0.23493091762065887, 0.20480522513389587, 0.18669925630092621, 0.18193110823631287, 0.15934213995933533, 0.15259045362472534, 0.14406420290470123, 0.096553951501846313, 0.087220065295696259, 0.082835964858531952, 0.057873621582984924, 0.046723265200853348, 0.041821349412202835, 0.03468293696641922, 0.027238721027970314, 0.024029280990362167, 0.024029280990362167, 0.020070185884833336, 0.016072234138846397, 0.0082460250705480576, 0.00062794738914817572]"
22072677,"[14981609, 53286797, 24727796, 113180, 1136673, 583254, 1846593, 31903693, 1519473, 3474408, 8526165, 36205810, 47048387, 44444481]","[0.8352387547492981, 0.8352387547492981, 0.83320891857147217, 0.66423594951629639, 0.58889776468276978, 0.48121598362922668, 0.27799755334854126, 0.22979219257831573, 0.20219630002975464, 0.18286149203777313, 0.12827715277671814, 0.020070185884833336, 0.018247997388243675, 0.010516773909330368]"
895672,"[1519473, 6678, 36205810, 44961465, 49538597, 23875703, 11159584, 22345050, 5740890, 4678428, 33777, 2676271, 17430047, 3474408, 20355828, 8526165, 43590845, 2352562, 1846593, 236573, 33069847, 66365, 4269567, 4020758, 47048387, 9369613, 5625640, 3279728, 52014686, 51676708, 10579085, 37049778, 44137874, 50714180, 53720250, 76940, 17862013, 275388, 22044074, 53984662, 53874996, 53920285, 31804256, 5141410, 54329819, 31752133, 3304092, 851060, 53903332, 8727319, 46263132, 31903693, 23416702, 5205615, 737610, 1419205, 38928070, 11503984, 52390011, 113180, 20777185, 4699587, 49876887, 45049201, 536789, 1467938, 44444481, 24243398, 51058554, 54435831, 755842, 583254, 51511707, 178449, 42497710, 47132135, 300591, 24727796, 47079044, 22078621, 19600264, 1136673, 52243894]","[0.88577884435653687, 0.78464263677597046, 0.77342593669891357, 0.71787399053573608, 0.71036851406097412, 0.68224596977233887, 0.67776155471801758, 0.67074674367904663, 0.66855359077453613, 0.66648119688034058, 0.65688067674636841, 0.65364986658096313, 0.63330692052841187, 0.6075671911239624, 0.59651309251785278, 0.57733505964279175, 0.5740891695022583, 0.57215005159378052, 0.56467330455780029, 0.55522125959396362, 0.55105239152908325, 0.54610192775726318, 0.5359387993812561, 0.53088086843490601, 0.52482348680496216, 0.51709169149398804, 0.51386064291000366, 0.51270228624343872, 0.5057108998298645, 0.5057108998298645, 0.5057108998298645, 0.5057108998298645, 0.5057108998298645, 0.5057108998298645, 0.50467395782470703, 0.50172704458236694, 0.48541778326034546, 0.48104205727577209, 0.46997776627540588, 0.46767163276672363, 0.45983344316482544, 0.45983344316482544, 0.45983344316482544, 0.45983344316482544, 0.45983344316482544, 0.45983344316482544, 0.45983344316482544, 0.45980581641197205, 0.44775795936584473, 0.44454962015151978, 0.44414186477661133, 0.44208821654319763, 0.44163253903388977, 0.4411587119102478, 0.42452433705329895, 0.41219198703765869, 0.39778187870979309, 0.37090006470680237, 0.36562067270278931, 0.32092532515525818, 0.28705921769142151, 0.27077591419219971, 0.26463374495506287, 0.26071992516517639, 0.22050909698009491, 0.19983810186386108, 0.19469352066516876, 0.17314837872982025, 0.16437065601348877, 0.16000699996948242, 0.15223589539527893, 0.13558259606361389, 0.12147083133459091, 0.10953306406736374, 0.067478395998477936, 0.052071601152420044, 0.044534295797348022, 0.044423561543226242, 0.037784647196531296, 0.031335253268480301, 0.014520901255309582, 0.0093026654794812202, 0.0074500986374914646]"
113180,"[24727796, 1846593, 14981609, 53286797, 3474408, 22072677, 47048387, 5625640, 3279728, 66365, 33069847, 44137874, 52014686, 51676708, 50714180, 10579085, 37049778, 236573, 53720250, 4020758, 23875703, 275388, 1136673, 36205810, 33777, 4678428, 46263132, 6678, 8727319, 583254, 737610, 22044074, 17430047, 851060, 20355828, 1519473, 22345050, 5740890, 2676271, 8526165, 895672, 49876887, 45049201, 43590845, 31903693, 49538597, 536789, 23416702, 1467938, 54435831, 2352562, 44444481, 4699587, 4269567, 9369613, 1419205, 178449, 76940, 53984662, 17862013, 42497710, 755842, 11503984, 20777185, 31752133, 5141410, 31804256, 54329819, 53874996, 53920285, 3304092, 53903332, 5205615, 38928070, 52390011, 300591, 24243398, 51058554, 47079044, 22078621, 19600264, 52243894]","[0.82492578029632568, 0.80557966232299805, 0.79526478052139282, 0.79526478052139282, 0.67134422063827515, 0.66423594951629639, 0.62346124649047852, 0.60588937997817993, 0.60583287477493286, 0.60578423738479614, 0.60544735193252563, 0.60541176795959473, 0.60541176795959473, 0.60541176795959473, 0.60541176795959473, 0.60541176795959473, 0.60541176795959473, 0.60508847236633301, 0.60417038202285767, 0.60053098201751709, 0.5823788046836853, 0.57587945461273193, 0.56136298179626465, 0.54487818479537964, 0.53872489929199219, 0.53762441873550415, 0.53170442581176758, 0.52957302331924438, 0.51736050844192505, 0.51193594932556152, 0.50821930170059204, 0.49679067730903625, 0.46006268262863159, 0.4587760865688324, 0.44535383582115173, 0.42330259084701538, 0.38697192072868347, 0.37944352626800537, 0.33722078800201416, 0.32441717386245728, 0.32092532515525818, 0.31680628657341003, 0.31212085485458374, 0.25528410077095032, 0.24965852499008179, 0.24540722370147705, 0.23435813188552856, 0.21322987973690033, 0.19905635714530945, 0.19155237078666687, 0.18319392204284668, 0.17322820425033569, 0.15200494229793549, 0.13011029362678528, 0.11335311830043793, 0.095763452351093292, 0.084762632846832275, 0.084186606109142303, 0.070329412817955017, 0.063427470624446869, 0.04896121472120285, 0.047457344830036163, 0.039319604635238647, 0.032644674181938171, 0.032102897763252258, 0.032102897763252258, 0.032102897763252258, 0.032102897763252258, 0.032102897763252258, 0.032102897763252258, 0.032102897763252258, 0.03125985711812973, 0.030799137428402901, 0.027770819142460823, 0.025525510311126709, 0.020475158467888832, 0.012088213115930557, 0.011475403793156147, 0.0026379046030342579, 0.0021876452956348658, 0.0010137649951502681, 0.00052012258674949408]"
1519473,"[895672, 44961465, 11159584, 23875703, 6678, 36205810, 1846593, 113180, 3474408, 4678428, 236573, 33777, 33069847, 66365, 47048387, 49538597, 4020758, 5625640, 3279728, 50714180, 52014686, 51676708, 37049778, 10579085, 44137874, 53720250, 275388, 17430047, 20355828, 22345050, 46263132, 5740890, 8727319, 22044074, 737610, 2676271, 851060, 8526165, 24727796, 43590845, 14981609, 53286797, 2352562, 22072677, 23416702, 49876887, 31903693, 45049201, 4269567, 583254, 9369613, 1136673, 76940, 17862013, 53984662, 536789, 31752133, 5141410, 53874996, 53920285, 3304092, 31804256, 54329819, 1467938, 4699587, 53903332, 5205615, 1419205, 44444481, 54435831, 38928070, 11503984, 52390011, 20777185, 178449, 755842, 24243398, 51058554, 42497710, 300591, 47079044, 22078621, 19600264, 52243894]","[0.88577884435653687, 0.88532078266143799, 0.83585202693939209, 0.60136991739273071, 0.52545100450515747, 0.52328205108642578, 0.44427037239074707, 0.42330259084701538, 0.40941455960273743, 0.38892060518264771, 0.38693735003471375, 0.38685941696166992, 0.38599467277526855, 0.38483953475952148, 0.38470456004142761, 0.38207337260246277, 0.37876990437507629, 0.37647989392280579, 0.37615540623664856, 0.37416493892669678, 0.37416493892669678, 0.37416493892669678, 0.37416493892669678, 0.37416493892669678, 0.37416493892669678, 0.37339770793914795, 0.35591298341751099, 0.34922319650650024, 0.33374631404876709, 0.32971704006195068, 0.32861128449440002, 0.3261314332485199, 0.32297483086585999, 0.32136580348014832, 0.31409671902656555, 0.30534344911575317, 0.3034956157207489, 0.26861086487770081, 0.26571884751319885, 0.25180667638778687, 0.24208202958106995, 0.24208202958106995, 0.22243939340114594, 0.20219630002975464, 0.20045314729213715, 0.19579698145389557, 0.19416201114654541, 0.19290123879909515, 0.19175060093402863, 0.18677005171775818, 0.18013037741184235, 0.17336779832839966, 0.16444943845272064, 0.15188831090927124, 0.15002711117267609, 0.14484125375747681, 0.13268022239208221, 0.13268022239208221, 0.13268022239208221, 0.13268022239208221, 0.13268022239208221, 0.13268022239208221, 0.13268022239208221, 0.13176968693733215, 0.13141782581806183, 0.12919597327709198, 0.12729182839393616, 0.12372447550296783, 0.12008851766586304, 0.11838583648204803, 0.1147758811712265, 0.11239444464445114, 0.10549610108137131, 0.087874069809913635, 0.062478620558977127, 0.058670986443758011, 0.049960184842348099, 0.047427468001842499, 0.037186205387115479, 0.019802568480372429, 0.010902373120188713, 0.0090414658188819885, 0.0041898572817444801, 0.0021496494300663471]"
23875703,"[10579085, 44137874, 52014686, 51676708, 50714180, 37049778, 3279728, 5625640, 47048387, 53720250, 66365, 33069847, 236573, 4020758, 275388, 6678, 46263132, 36205810, 1846593, 33777, 4678428, 8727319, 737610, 22044074, 3474408, 851060, 17430047, 895672, 20355828, 1519473, 113180, 22345050, 5740890, 49876887, 45049201, 2676271, 49538597, 536789, 43590845, 23416702, 1467938, 54435831, 8526165, 44961465, 44444481, 11159584, 2352562, 4699587, 4269567, 9369613, 178449, 1419205, 76940, 583254, 42497710, 53984662, 755842, 17862013, 24727796, 300591, 11503984, 20777185]","[0.96195489168167114, 0.96195489168167114, 0.96195489168167114, 0.96195489168167114, 0.96195489168167114, 0.96195489168167114, 0.96184182167053223, 0.96180075407028198, 0.9608420729637146, 0.95998239517211914, 0.95782536268234253, 0.95667368173599243, 0.95557707548141479, 0.95075446367263794, 0.91503024101257324, 0.86061149835586548, 0.85268837213516235, 0.85105979442596436, 0.84613466262817383, 0.83162468671798706, 0.82863682508468628, 0.82058840990066528, 0.80752319097518921, 0.78288495540618896, 0.76787006855010986, 0.719940185546875, 0.70167279243469238, 0.68224596977233887, 0.68118846416473389, 0.60136991739273071, 0.5823788046836853, 0.57393443584442139, 0.56148993968963623, 0.50338190793991089, 0.49593710899353027, 0.49237653613090515, 0.38316524028778076, 0.37237787246704102, 0.36312028765678406, 0.31968337297439575, 0.31233227252960205, 0.30436265468597412, 0.27330154180526733, 0.27271482348442078, 0.26935777068138123, 0.25747641921043396, 0.24170905351638794, 0.22458472847938538, 0.15640529990196228, 0.13035066425800323, 0.13011930882930756, 0.12298602610826492, 0.082947187125682831, 0.079042457044124603, 0.0746646448969841, 0.063577279448509216, 0.062142748385667801, 0.049840964376926422, 0.048075854778289795, 0.029302164912223816, 0.022653231397271156, 0.021266836673021317]"
583254,"[47132135, 24727796, 14981609, 53286797, 113180, 22072677, 1136673, 20901355, 536789, 3474408, 1846593, 31903693, 49538597, 8526165, 53984662, 36205810, 51058554, 1519473, 5740890, 2676271, 22345050, 2352562, 4269567, 895672, 43590845, 4678428, 9369613, 17430047, 76940, 6678, 33777, 17862013, 31752133, 3304092, 53920285, 5141410, 53874996, 31804256, 54329819, 20355828, 53903332, 5205615, 38928070, 23416702, 47048387, 11503984, 52390011, 236573, 33069847, 66365, 4020758, 5625640, 3279728, 851060, 22044074, 51676708, 44137874, 37049778, 52014686, 10579085, 50714180, 53720250, 1419205, 23875703, 275388, 20777185, 8727319, 46263132, 737610, 4699587, 24243398, 49876887, 45049201, 8886648, 755842, 44444481, 1467938, 178449, 54435831, 42497710, 300591, 47079044, 22078621, 19600264, 52243894]","[0.70412302017211914, 0.58404338359832764, 0.5761418342590332, 0.5761418342590332, 0.51193594932556152, 0.48121598362922668, 0.408741295337677, 0.38724297285079956, 0.36642444133758545, 0.29702451825141907, 0.29655086994171143, 0.27844491600990295, 0.26397374272346497, 0.26022496819496155, 0.22302094101905823, 0.20480522513389587, 0.19552454352378845, 0.18677005171775818, 0.14925503730773926, 0.14918674528598785, 0.14913815259933472, 0.14139410853385925, 0.13644993305206299, 0.13558259606361389, 0.13497497141361237, 0.13341091573238373, 0.1328272819519043, 0.13167379796504974, 0.13137060403823853, 0.13066461682319641, 0.13063544034957886, 0.12883982062339783, 0.1247500404715538, 0.1247500404715538, 0.1247500404715538, 0.1247500404715538, 0.1247500404715538, 0.1247500404715538, 0.1247500404715538, 0.12286365032196045, 0.12147403508424759, 0.11968369781970978, 0.10791582614183426, 0.10220685601234436, 0.10000468790531158, 0.09932708740234375, 0.099190689623355865, 0.095965273678302765, 0.094771549105644226, 0.093362636864185333, 0.089637733995914459, 0.084388367831707001, 0.084071755409240723, 0.083559028804302216, 0.082717917859554291, 0.082168571650981903, 0.082168571650981903, 0.082168571650981903, 0.082168571650981903, 0.082168571650981903, 0.082168571650981903, 0.082000084221363068, 0.081856980919837952, 0.079042457044124603, 0.078160345554351807, 0.076660886406898499, 0.073662623763084412, 0.072164751589298248, 0.068977274000644684, 0.060612712055444717, 0.046974111348390579, 0.042998038232326508, 0.042362116277217865, 0.040139246731996536, 0.03774585947394371, 0.037410814315080643, 0.036348193883895874, 0.030739804729819298, 0.025998147204518318, 0.0140353599563241, 0.01040568295866251, 0.010250747203826904, 0.0085010649636387825, 0.0039394330233335495, 0.0020211667288094759]"
44961465,"[11159584, 1519473, 895672, 23875703, 6678, 36205810, 49538597]","[0.94412332773208618, 0.88532078266143799, 0.71787399053573608, 0.27271482348442078, 0.16158686578273773, 0.15259045362472534, 0.14471921324729919]"
